Elevation, Aspect, Slope, Horiz_Dist_Hydro, Vert_Dist_Hydro, Horiz_Dist_Roadways, Hillshade_9am, Hillshade_Noon, Hillshade_3pm, Horiz_Dist_FirePts
2395.4618, 341.8531, 32.2221, 103.0058, 299.307, 183.719, 63.6007, 253.4721, 215.0828, 778.796
1266.0952, 297.4781, 13.9445, 17.2026, 201.9616, 321.2928, 122.6555, 72.957, 210.0968, 73.8197
1067.6309, 33.1362, 19.1125, 92.4346, 308.4573, 711.5711, 28.4669, 245.7293, 2.2646, 631.7362
1131.8996, 322.1499, 46.7706, 414.1222, 369.8269, 534.6882, 197.6162, 231.8745, 19.1783, 601.5112
1288.9603, 102.2657, 16.3755, 80.7201, 243.9589, 21.5698, 193.6471, 120.7537, 112.4372, 122.0631
1605.2961, 272.1839, 58.6312, 254.6202, 154.9386, 862.4253, 143.0196, 43.3906, 68.5793, 614.5859
2228.5991, 186.8749, 16.6225, 165.7161, 88.089, 242.1872, 87.1132, 232.32, 173.23, 591.6151
2057.9277, 244.2368, 52.7672, 170.6622, 160.504, 93.6908, 67.1573, 99.5999, 227.1677, 331.3015
967.452, 110.6885, 2.5266, 343.3789, 58.6074, 941.1032, 235.6116, 189.929, 163.5517, 599.9202
1497.679, 90.8148, 6.3917, 96.1443, 35.579, 678.0624, 100.9871, 39.9827, 168.382, 515.2286
1475.0224, 349.643, 38.2302, 240.5423, 423.0078, 522.5513, 89.9236, 231.164, 8.7748, 644.4754
2293.5965, 277.1514, 3.6732, 342.5311, 20.071, 27.1555, 98.8592, 13.6462, 83.7724, 118.4013
1011.6065, 112.9036, 37.0478, 393.9428, 68.6627, 540.6656, 66.7241, 164.9493, 77.4108, 339.2952
2327.802, 82.1308, 41.8339, 65.8755, 19.5382, 634.6922, 127.941, 17.6035, 248.9318, 268.067
1564.9549, 69.1139, 47.3178, 268.808, 9.6044, 274.929, 147.8442, 228.9038, 192.4247, 121.4601
2330.7292, 13.4558, 24.8224, 475.0257, 447.4118, 556.8908, 3.4639, 231.2038, 20.4601, 3.1918
1939.7944, 242.0086, 49.5681, 355.3411, 487.7301, 594.4864, 220.0271, 125.9127, 185.3531, 767.3131
2282.4831, 314.1786, 10.0206, 2.4117, 338.3786, 178.868, 155.3683, 181.8072, 237.5449, 581.9218
1237.2553, 89.5523, 3.8411, 404.5809, 6.4006, 475.0012, 166.6402, 21.8145, 84.9985, 868.1145
2248.9565, 220.8715, 48.8145, 358.5058, 455.9006, 732.7812, 43.9688, 169.1137, 52.7693, 752.4838
1689.2766, 27.0617, 46.0851, 166.3817, 17.6991, 524.8965, 217.2713, 52.7135, 84.674, 939.3796
1366.5585, 353.1325, 1.6036, 418.8882, 289.2123, 729.7293, 187.9013, 110.2202, 158.8821, 107.5536
1650.4641, 97.3058, 6.9503, 371.6576, 71.0432, 527.2381, 196.7032, 191.8904, 37.7675, 18.7892
1393.995, 109.7835, 51.9456, 248.8017, 460.623, 319.9682, 101.8464, 209.4871, 161.4855, 525.9048
1496.6548, 49.3654, 55.1374, 158.5507, 20.3957, 309.1781, 36.4107, 17.5861, 235.7883, 444.4744
2313.5075, 299.0319, 13.0305, 254.1637, 142.5667, 604.7881, 104.3518, 181.6447, 16.9032, 745.1931
1235.5899, 203.0771, 50.6315, 177.8296, 379.9934, 212.795, 214.4781, 244.0817, 191.0364, 998.6443
1887.3182, 38.0323, 52.5459, 460.212, 115.5785, 88.4363, 122.4963, 18.2654, 114.9006, 306.018
1800.6311, 347.1712, 30.7088, 226.5933, 114.3141, 59.3271, 128.675, 39.4894, 222.6173, 750.936
2357.7413, 101.6977, 59.245, 259.2889, 83.2405, 779.7606, 155.1535, 241.7656, 132.4257, 459.9448
1773.3526, 306.7558, 23.5423, 451.2508, 46.9298, 773.212, 137.3646, 69.5023, 209.6922, 741.5341
2121.5125, 221.2742, 56.1479, 137.7299, 298.1303, 930.7855, 80.221, 67.4822, 12.1337, 142.9564
2165.1216, 199.5856, 50.5371, 430.7649, 174.9429, 763.0095, 53.9518, 187.0324, 199.6209, 106.0172
1210.3524, 10.1074, 31.3027, 388.4013, 443.9138, 33.2249, 73.3828, 188.0956, 188.1422, 780.8464
2381.4306, 220.5942, 59.2115, 299.2957, 480.8778, 743.197, 172.6993, 253.1853, 136.0109, 362.055
1270.619, 147.1921, 27.406, 140.1406, 62.9683, 483.9702, 216.7706, 110.739, 86.2472, 514.3517
1595.7734, 50.4592, 23.4986, 493.6447, 342.203, 923.9929, 201.9582, 50.3902, 127.6406, 352.4948
1455.1216, 58.5118, 46.3252, 188.185, 116.2798, 276.8871, 135.2753, 80.5472, 141.7029, 409.3628
1972.2583, 276.505, 37.776, 215.3006, 350.0831, 395.7759, 135.1745, 123.7094, 53.7672, 770.0366
1719.7551, 241.8379, 43.69, 90.6291, 12.8502, 180.7875, 76.2481, 155.1567, 154.6348, 351.3399
1997.9297, 303.0401, 54.7403, 279.4012, 263.5105, 90.3341, 165.4319, 81.4095, 134.4737, 275.6137
1956.58, 182.5729, 12.2131, 305.0374, 149.4624, 122.2369, 174.9048, 252.7664, 111.2192, 613.0988
1116.9211, 73.265, 55.4265, 183.5763, 442.6444, 913.0885, 0.7975, 155.7705, 146.4389, 965.7585
1193.3153, 226.3863, 20.2736, 276.5406, 158.3874, 906.8945, 22.9175, 101.8145, 187.9158, 531.4253
1399.091, 86.1722, 52.2316, 468.4008, 425.9824, 508.6045, 145.3232, 224.8522, 44.8442, 343.6458
1746.9213, 128.805, 24.5409, 354.0823, 170.4861, 984.3722, 16.445, 178.1164, 226.2916, 330.509
2125.6942, 309.4045, 32.7336, 258.0855, 339.92, 646.1132, 204.2473, 100.5224, 246.0501, 4.173
1236.0453, 212.5843, 32.0404, 204.932, 464.14, 689.1377, 67.2097, 155.4367, 217.3124, 888.983
1433.9191, 262.8207, 53.4082, 265.0506, 56.299, 392.4342, 101.7177, 252.4773, 13.1907, 955.3472
2233.5627, 210.6014, 48.0548, 19.1709, 386.5635, 273.7775, 6.1802, 7.9474, 226.4206, 162.389
2030.7736, 137.5633, 8.0268, 15.1727, 443.7258, 76.601, 250.2336, 92.2618, 72.9443, 866.4162
2076.2889, 235.1741, 51.6296, 245.5568, 403.2876, 90.9732, 68.968, 87.8418, 159.2435, 44.1824
1464.8307, 281.7051, 5.579, 101.7644, 191.7399, 543.6566, 97.9704, 155.4093, 176.4366, 557.5928
1944.1516, 94.1252, 50.1956, 378.0108, 53.9654, 476.8331, 135.1826, 93.5384, 182.403, 675.9259
2031.7442, 206.0966, 36.9974, 405.7403, 23.3378, 344.5007, 138.2134, 58.7811, 155.5331, 726.8864
2275.7027, 129.5733, 38.9417, 417.9238, 468.1418, 240.762, 95.7252, 93.4126, 199.6138, 601.1118
1586.2273, 162.8217, 28.768, 426.9448, 150.9089, 314.3336, 249.2816, 33.9938, 112.6639, 246.4701
900.8133, 87.3484, 29.0692, 71.5635, 423.2409, 175.8398, 132.3266, 241.8497, 210.0709, 697.0926
1839.333, 43.7091, 14.6977, 157.2583, 73.3175, 454.1553, 238.5716, 221.4627, 167.8103, 354.1744
944.7367, 313.0922, 11.9285, 4.069, 208.7639, 668.7188, 32.5579, 173.6012, 149.029, 515.8864
1135.4087, 277.6363, 44.664, 289.8699, 257.6623, 147.9442, 25.6952, 8.0878, 230.3553, 715.115
2090.4376, 135.5184, 53.2854, 61.8522, 295.5513, 309.3387, 166.055, 8.9705, 169.479, 517.165
1727.9946, 132.9016, 51.1091, 1.0008, 398.1736, 522.552, 167.1195, 179.9401, 156.1775, 634.1238
2178.1764, 157.9708, 43.5867, 293.6835, 496.9564, 378.2978, 153.8079, 151.2296, 68.9179, 685.5202
2208.2167, 314.7288, 10.3489, 60.3765, 296.7583, 188.0164, 38.2498, 224.4846, 136.6249, 661.5679
2372.8018, 96.3345, 26.0877, 347.3189, 449.8838, 223.5073, 72.0672, 123.9003, 151.3939, 189.1435
982.8748, 28.0087, 6.4486, 124.8989, 464.877, 682.907, 73.5184, 4.9003, 245.8715, 453.3046
2240.0451, 94.5145, 25.0793, 393.2355, 337.8915, 827.7951, 95.7161, 184.0976, 197.2915, 58.3432
1052.4553, 351.67, 30.4774, 246.23, 304.7415, 692.4845, 65.7625, 81.9235, 61.604, 19.9345
1543.3254, 278.1148, 41.1955, 129.872, 325.9122, 315.4141, 187.8467, 99.0493, 66.6927, 339.8617
1301.6996, 163.6109, 47.3888, 377.4005, 189.2434, 506.8655, 172.982, 196.3494, 91.0384, 431.1804
1902.1613, 352.6124, 9.9044, 155.729, 176.6438, 747.9499, 107.7609, 181.1608, 51.6199, 816.7459
1587.1361, 203.9137, 56.5787, 496.0719, 424.5781, 242.0525, 148.4776, 192.8817, 4.9011, 628.1301
1642.255, 234.2351, 52.7814, 52.7662, 472.2673, 318.9116, 53.6959, 152.5959, 33.0263, 173.5613
1587.1377, 329.1009, 20.3608, 372.7275, 447.2011, 58.5987, 24.3651, 233.4182, 161.2461, 239.2507
1215.6491, 139.9175, 49.0356, 412.7392, 271.8914, 971.3259, 109.2432, 158.2884, 220.0571, 433.0307
1670.593, 151.4833, 37.1539, 0.8351, 177.5591, 980.8454, 163.5578, 210.099, 3.8034, 195.49
1977.0748, 17.1212, 57.0043, 253.4532, 394.9858, 533.9506, 228.6954, 76.5864, 1.8506, 592.716
940.1807, 115.1865, 13.1127, 272.9219, 226.9576, 944.0797, 141.4917, 95.5315, 135.9791, 495.4498
1869.699, 64.9714, 1.9542, 315.3645, 334.0527, 699.2526, 46.4132, 64.3648, 215.9942, 649.1531
2115.5163, 114.2353, 17.2389, 131.5177, 130.9849, 377.629, 246.1519, 244.5342, 141.6374, 683.5269
1699.9412, 265.0756, 17.5213, 100.5459, 65.9009, 550.0954, 38.7579, 243.4155, 192.6845, 611.8853
1540.0909, 248.1099, 50.696, 147.0706, 463.0815, 968.8177, 173.3306, 18.5132, 197.4077, 472.0827
2166.8746, 263.5531, 3.4954, 215.7371, 250.1231, 882.1103, 9.1796, 222.245, 114.6723, 681.1337
1823.9498, 196.481, 1.1069, 276.2065, 65.1487, 245.8801, 148.516, 150.202, 253.4579, 463.1164
1156.9362, 105.2197, 42.3988, 109.0347, 475.7418, 265.0226, 202.6918, 62.0724, 140.1972, 490.379
1971.4611, 217.3668, 7.0509, 433.0996, 218.5159, 267.3343, 192.3715, 187.9551, 110.4753, 105.5806
1519.2634, 96.535, 1.4309, 145.7315, 342.4778, 638.7375, 160.1956, 22.8263, 239.3338, 198.9206
1290.3007, 211.7468, 6.7799, 464.24, 368.1332, 10.9879, 28.4214, 195.0902, 114.9819, 861.3922
1100.9392, 225.8335, 14.847, 152.899, 241.7062, 248.783, 220.9449, 224.2912, 88.4823, 259.5144
1933.935, 292.7038, 48.3632, 152.5288, 5.5378, 17.6603, 219.3083, 95.9198, 223.0968, 46.3559
1744.7671, 337.5263, 34.7096, 74.5126, 233.9064, 890.7438, 82.8641, 224.2479, 113.1448, 882.486
1095.4067, 208.4557, 36.0234, 490.4021, 11.9367, 462.868, 121.8278, 71.1057, 199.4363, 961.6314
2234.9114, 201.3727, 55.1974, 219.2516, 404.2732, 754.6104, 110.4448, 99.49, 115.6226, 570.2466
2145.1341, 276.1784, 19.3641, 153.5773, 161.6798, 104.1374, 60.886, 155.8045, 168.0096, 737.0389
1817.8303, 218.5851, 57.2778, 251.5629, 16.1451, 637.5082, 23.5558, 246.9803, 251.8673, 604.9365
1889.7096, 147.3094, 58.4947, 377.0371, 88.4445, 482.2703, 133.5536, 144.7495, 90.7371, 769.4129
1927.3916, 123.4462, 26.5458, 73.1593, 173.0209, 927.0557, 67.7046, 61.1381, 85.4023, 36.9538
1622.3381, 25.0599, 38.7451, 283.0101, 321.6298, 341.8026, 71.5141, 73.9395, 36.5728, 757.377
1103.9025, 152.2804, 47.401, 66.8309, 44.1709, 547.6458, 192.0817, 24.3154, 236.0121, 543.4183
2238.5796, 211.1545, 3.7173, 136.9758, 8.7604, 479.0617, 8.4229, 243.969, 120.1679, 108.3277
1816.9992, 121.0338, 31.4839, 327.2789, 6.2148, 8.2296, 121.1114, 230.9353, 16.7715, 503.1586
903.4663, 31.3546, 24.8597, 12.1174, 151.1234, 125.6397, 198.0044, 15.2444, 188.555, 924.0775
981.9314, 158.3861, 17.41, 484.6399, 303.5257, 792.7213, 213.2145, 221.5204, 79.9537, 768.5998
1577.8397, 78.1118, 9.5529, 425.1651, 94.415, 530.7661, 239.1198, 10.3872, 127.4758, 858.5246
1397.7421, 83.2257, 22.3398, 35.449, 33.9327, 592.9342, 112.0659, 195.9423, 15.4185, 904.967
2142.9058, 73.7359, 27.8841, 167.2161, 133.8467, 617.9771, 85.5376, 209.0176, 5.705, 883.8762
1134.184, 313.4872, 33.7915, 232.9983, 422.9334, 298.9939, 120.8014, 55.6656, 249.2366, 113.5119
902.5352, 258.7519, 50.8433, 291.8894, 413.9653, 459.6406, 185.731, 64.8586, 21.053, 401.3716
1051.9254, 187.7656, 22.3498, 54.3791, 459.4911, 233.4658, 153.3914, 237.5477, 250.5553, 658.0048
1892.7345, 167.6596, 19.6079, 40.0646, 327.3621, 837.3139, 26.7141, 59.6824, 40.6488, 188.1111
2157.6927, 271.7795, 12.5467, 54.9527, 29.4776, 842.9727, 14.7603, 171.8899, 76.0538, 372.5271
1686.9966, 48.0967, 6.8935, 375.4768, 343.502, 336.5713, 85.7067, 238.0492, 245.6215, 383.5134
2372.4583, 48.6784, 10.1839, 42.5769, 198.9401, 944.8675, 247.1786, 84.9081, 248.7722, 743.6353
1254.8853, 209.4477, 27.0279, 278.582, 129.0756, 261.8557, 49.295, 186.0646, 91.4041, 87.0855
1026.6226, 35.345, 29.7392, 453.6234, 268.6041, 666.5636, 155.0042, 245.6126, 251.6288, 131.2595
909.2416, 53.2291, 41.4688, 497.3783, 454.58, 150.07, 1.72, 106.4924, 74.5889, 163.6082
1491.3567, 146.2631, 35.246, 90.652, 143.3909, 411.417, 102.9869, 194.2489, 155.5661, 920.2366
1464.7976, 200.1193, 10.9159, 83.2614, 218.2595, 811.041, 111.9883, 166.5257, 75.5569, 532.4978
2309.8576, 282.1834, 42.1531, 487.5637, 436.2152, 537.5914, 15.0849, 168.9574, 92.9796, 778.1663
1427.7636, 67.2923, 43.977, 247.5134, 458.0874, 628.6502, 238.6562, 253.3177, 122.9941, 555.0235
1506.2372, 292.733, 6.1717, 102.1405, 53.9421, 945.127, 6.0673, 164.1626, 48.8995, 735.3223
1342.1048, 144.7529, 45.5334, 359.6688, 465.1468, 318.3394, 106.3853, 131.0249, 186.8929, 126.2233
923.102, 290.2811, 27.9851, 298.0826, 295.12, 431.4747, 237.1005, 228.3956, 235.2978, 498.632
1833.7536, 70.659, 15.5069, 272.7697, 57.569, 454.8677, 174.7114, 186.603, 240.7098, 727.7725
1471.5998, 56.784, 49.9442, 168.9876, 223.9712, 497.0414, 79.0269, 180.7897, 82.8934, 264.2852
1418.9025, 253.1582, 50.663, 102.4177, 223.1126, 858.6032, 211.9048, 124.9357, 196.0262, 3.7265
2069.7939, 225.9993, 12.4911, 175.1737, 273.1076, 259.8387, 18.1583, 79.3751, 44.9205, 302.3167
2276.8029, 350.0519, 58.3974, 106.5498, 190.5197, 359.3042, 165.3317, 132.0487, 74.3202, 382.9724
2296.6967, 40.3725, 14.052, 310.8307, 168.5554, 272.1084, 189.1016, 230.5209, 223.5119, 751.5458
1931.1464, 357.6413, 22.1316, 411.0097, 44.9585, 543.2534, 174.3474, 158.1906, 115.3179, 890.3856
1900.1282, 255.062, 58.509, 93.6878, 364.9075, 321.8439, 117.4375, 212.4422, 21.6284, 384.5506
1637.1317, 56.3982, 23.0066, 2.2543, 261.1639, 832.7757, 22.4732, 210.4234, 214.8424, 563.1065
1266.7838, 110.9843, 59.108, 72.2231, 225.7887, 748.4111, 11.9563, 41.606, 186.8425, 579.8867
1733.7246, 73.6427, 41.9939, 162.933, 489.315, 646.5818, 222.4181, 92.0774, 177.129, 819.0117
1292.4852, 184.4251, 16.7807, 276.3923, 185.3045, 404.014, 61.6433, 234.1217, 142.7473, 372.5543
2292.3929, 92.1975, 20.3534, 358.5925, 93.235, 445.0478, 130.4126, 8.9801, 127.2083, 711.3704
1279.5506, 142.6743, 44.3542, 96.9394, 79.7602, 151.538, 101.6794, 229.8074, 254.3282, 243.7549
1074.7536, 239.0308, 24.5506, 494.4083, 308.1788, 176.4492, 25.321, 109.7627, 178.1993, 246.8425
1036.5628, 193.3089, 45.9943, 465.5577, 245.6721, 704.3437, 120.3965, 79.5648, 210.2867, 257.2671
1602.0957, 109.185, 24.3046, 449.6111, 456.2731, 8.3384, 103.0903, 89.7928, 86.1761, 843.3836
1263.528, 269.1612, 43.4723, 423.502, 339.9593, 684.8729, 35.3901, 86.9832, 133.0564, 252.3119
1039.6425, 137.8306, 9.3718, 364.1723, 431.5984, 252.6628, 63.2826, 30.3655, 91.6957, 560.2928
2072.5073, 61.6735, 47.4688, 209.7099, 151.1907, 6.4668, 71.8506, 137.7276, 166.0933, 61.5649
2107.6982, 7.0719, 41.9782, 297.3312, 143.9544, 73.8893, 151.7151, 156.7112, 127.0887, 944.5484
2120.2679, 262.2551, 23.1225, 371.071, 436.874, 66.5871, 219.6266, 10.2383, 232.9601, 138.0141
1850.4737, 224.1705, 27.4982, 100.6915, 290.5263, 906.3124, 156.6086, 125.1565, 87.2224, 205.7421
1815.3419, 154.4201, 14.4029, 97.1922, 41.0168, 779.6676, 102.5802, 158.591, 188.7519, 545.6483
2321.4131, 214.1431, 6.0348, 149.8852, 207.9687, 499.8877, 195.1117, 141.3846, 48.6475, 956.3376
1407.0936, 258.9017, 31.6331, 9.8368, 218.5464, 174.1147, 239.4325, 58.0292, 106.5384, 996.5039
1081.2472, 352.2268, 21.9911, 458.1943, 143.8515, 163.3477, 162.6294, 38.206, 202.8377, 934.6414
1968.9882, 309.5979, 10.6095, 493.1741, 218.6679, 130.5147, 69.533, 190.685, 194.7127, 500.3821
2351.7758, 160.495, 57.5299, 153.0429, 75.9612, 79.0192, 224.0413, 77.5528, 233.6186, 964.7902
1352.217, 110.1232, 40.2607, 335.0565, 257.8534, 846.8913, 209.8106, 208.3601, 80.4487, 233.5933
2224.5337, 167.9489, 19.0044, 331.9142, 200.6284, 525.6773, 8.641, 127.5552, 231.8673, 901.22
1609.178, 68.8993, 8.6591, 461.7502, 44.8889, 781.9009, 45.5891, 230.9274, 214.8763, 429.3682
1989.0211, 204.6925, 42.998, 428.0187, 407.0525, 463.9335, 139.4756, 51.5542, 57.1407, 454.4996
1169.0196, 115.1374, 34.4462, 388.8749, 5.276, 148.1387, 177.9604, 52.9557, 187.0791, 445.1209
920.0856, 128.3449, 40.5491, 407.9333, 453.5183, 213.0711, 117.6949, 171.7352, 196.0606, 601.0735
2189.5527, 178.7235, 12.352, 179.7685, 290.266, 505.268, 34.0197, 177.5406, 121.6165, 670.5322
2248.3141, 124.6283, 4.4407, 393.4496, 163.4551, 878.9036, 153.5552, 50.7491, 151.0515, 741.3722
2011.2939, 233.9364, 7.4851, 199.0705, 46.924, 636.4764, 83.469, 60.049, 2.9545, 605.4641
2030.9511, 264.1097, 45.1229, 148.0176, 264.4582, 779.1472, 32.8444, 140.2079, 55.3798, 888.9149
2000.2469, 340.0901, 3.4429, 274.0293, 269.8539, 681.7992, 115.8889, 210.5567, 49.972, 258.0057
2243.8839, 333.3656, 35.8909, 294.4351, 1.6992, 355.9608, 100.7119, 105.3092, 66.4016, 947.4403
2286.2432, 1.6058, 4.0357, 28.8671, 352.5816, 448.1403, 42.3721, 227.1691, 4.5834, 990.4863
1127.6385, 11.3762, 17.3772, 134.8341, 368.5733, 964.7243, 249.2014, 140.053, 173.467, 563.7687
1483.2521, 155.6849, 47.539, 138.4949, 207.0808, 918.3605, 63.191, 3.1728, 115.4858, 75.0852
1642.1067, 190.7438, 55.225, 26.5291, 211.9853, 483.785, 150.1863, 162.5702, 25.0723, 131.0089
1917.0348, 17.6663, 15.8877, 56.9519, 23.5388, 240.5912, 19.7534, 169.0674, 16.0991, 510.7026
2315.8791, 8.3724, 42.9919, 427.9408, 87.3488, 901.8214, 86.9097, 29.9748, 41.5813, 259.891
2183.8594, 232.317, 9.0929, 413.1506, 399.1985, 893.9713, 64.2669, 75.9692, 134.9255, 99.0487
1316.5836, 111.5307, 54.8941, 467.576, 59.1786, 907.6335, 119.9211, 216.8996, 215.1677, 435.4184
1521.7052, 213.7178, 27.4109, 231.8401, 174.9759, 298.2936, 59.301, 159.6682, 76.8021, 380.4435
2218.5328, 2.7633, 39.9317, 205.9401, 167.0756, 31.5854, 56.8905, 21.454, 222.5487, 631.6954
1992.4767, 127.0707, 20.414, 431.1587, 381.5414, 862.5864, 191.7918, 254.7514, 119.8621, 788.6121
1203.2617, 220.9006, 30.2477, 155.2786, 3.961, 68.5883, 10.5598, 6.7757, 73.5961, 369.7045
2350.2132, 272.6688, 43.1084, 169.7275, 212.6643, 351.4456, 6.9876, 160.6796, 195.4594, 298.798
2297.1863, 65.4606, 32.2543, 95.1857, 283.5869, 349.4282, 149.9649, 80.6178, 45.0186, 70.9665
1706.1167, 355.4323, 44.6179, 65.9446, 412.8616, 487.9699, 132.3782, 201.5271, 81.8395, 914.8049
2228.6456, 278.0208, 59.1199, 273.3921, 407.6555, 920.4035, 107.0319, 204.5299, 63.012, 584.4358
1196.4385, 102.8309, 4.6939, 89.9711, 388.7515, 908.4429, 24.7936, 53.2528, 111.9642, 568.1186
1073.9882, 156.6813, 7.6435, 210.4345, 379.3006, 840.6551, 78.7092, 88.1532, 217.0692, 444.6425
2313.8545, 289.6731, 7.438, 34.8571, 229.0047, 936.4433, 250.5859, 166.8819, 46.6152, 386.0487
1559.1436, 278.5269, 1.3516, 34.4316, 449.2406, 612.2339, 78.9553, 202.9496, 99.0329, 756.0113
1876.9215, 160.1609, 0.1167, 407.3386, 146.3948, 152.8554, 194.1407, 17.8258, 250.7143, 825.8678
2189.27, 20.0354, 34.8376, 57.8339, 123.5832, 219.8642, 170.1492, 228.3373, 211.9543, 591.4477
1285.5502, 65.7699, 7.8189, 341.042, 137.1927, 403.2877, 23.8826, 175.7626, 218.7014, 868.2178
2294.5989, 156.6689, 41.9194, 171.7861, 108.0675, 375.5267, 144.8352, 161.6917, 67.4026, 442.6986
2243.1425, 61.93, 41.9553, 225.1667, 388.0089, 705.7008, 122.453, 71.0385, 13.8122, 315.5885
1105.498, 30.4248, 12.1275, 75.6342, 412.4505, 337.3996, 141.1473, 122.0089, 232.5363, 565.6567
1018.133, 307.1448, 12.2159, 160.1709, 148.1785, 498.5822, 148.8493, 2.4329, 26.1886, 250.4648
2104.0505, 337.9086, 16.3438, 379.1281, 190.7988, 103.3565, 33.7919, 250.2061, 29.5163, 25.6938
1569.1364, 145.1039, 27.6023, 98.5706, 426.8949, 803.7936, 40.0156, 127.3551, 80.9437, 872.7791
2143.1047, 111.5354, 53.0928, 213.0182, 448.6217, 866.1396, 192.0897, 127.0558, 29.6959, 866.2705
968.7461, 43.5044, 12.5197, 103.6658, 468.5393, 168.26, 147.6703, 59.11, 194.5804, 257.5903
2176.7704, 302.7501, 32.0485, 160.0098, 6.0814, 360.4856, 212.2956, 32.6178, 73.4765, 98.4849
1531.2403, 272.7126, 28.6606, 61.8433, 7.0133, 694.9526, 93.0465, 231.7821, 146.54, 51.4548
908.7449, 48.7009, 10.7517, 72.4374, 67.9419, 131.899, 248.2278, 133.7416, 173.7638, 139.887
2379.0457, 133.0614, 22.5316, 415.0588, 300.3725, 76.1625, 197.7044, 71.547, 77.1219, 759.7407
1736.6261, 332.5842, 54.342, 175.5376, 415.4718, 812.4305, 217.1411, 238.767, 86.5979, 917.7993
1371.7695, 1.4926, 51.9759, 39.1864, 400.6703, 300.8474, 212.6515, 163.8167, 163.5794, 67.1761
1051.5249, 292.9234, 16.2929, 265.8463, 103.1874, 200.7305, 126.7803, 170.9467, 221.7656, 95.5468
2369.9543, 146.4174, 22.9071, 281.1287, 20.662, 622.8736, 160.6779, 128.5706, 127.8505, 580.213
2242.8131, 178.3289, 40.6942, 303.0135, 114.1273, 311.8167, 219.6407, 49.3571, 44.0286, 779.4177
1713.4215, 354.0821, 49.7243, 382.9128, 218.8794, 448.2658, 198.0787, 226.5142, 222.1326, 482.3254
1157.7505, 281.8286, 23.5647, 260.2245, 201.2727, 586.4024, 156.6501, 63.1478, 17.0238, 619.8346
1061.1631, 160.3909, 39.4934, 64.4554, 437.5778, 27.1146, 71.793, 86.3359, 87.3507, 852.1492
2275.0053, 2.6455, 1.9798, 243.4357, 119.7806, 130.3013, 24.7671, 171.909, 196.9058, 432.1345
1866.2015, 329.0509, 10.9788, 408.2621, 194.1667, 219.5818, 226.4419, 253.3098, 119.5091, 809.4142
1969.7416, 33.3389, 25.4904, 112.778, 134.871, 191.3367, 56.3633, 31.7093, 221.4097, 330.5187
2244.6813, 280.0693, 14.9804, 389.0314, 445.9777, 145.4819, 37.7947, 1.8122, 89.9423, 224.9007
1975.9698, 36.5138, 44.3594, 140.7488, 73.5114, 74.3462, 227.7268, 117.971, 97.2149, 893.146
1343.6691, 92.0459, 42.1754, 418.9692, 320.584, 223.2077, 24.8293, 48.9815, 252.6083, 458.2006
1989.2596, 57.8448, 43.5836, 121.2108, 274.4664, 344.2886, 59.5842, 117.8117, 29.288, 57.0094
2016.7285, 157.3684, 48.7878, 135.5723, 29.3738, 956.3077, 106.7895, 253.7581, 234.7838, 470.8445
1799.694, 160.9453, 40.4716, 300.7331, 80.8327, 473.1231, 114.1937, 85.7838, 50.2681, 278.149
1680.3013, 201.3335, 58.902, 342.7263, 360.6961, 834.8094, 104.4671, 209.8923, 171.8321, 702.3998
901.0942, 124.6566, 26.7348, 39.4553, 11.8529, 48.0459, 181.3127, 193.0907, 20.9475, 985.9173
2147.2679, 144.378, 35.1105, 28.1657, 180.6312, 883.426, 226.3579, 73.2013, 92.1206, 293.4329
1688.07, 354.6177, 33.6072, 222.425, 446.606, 276.8302, 214.1834, 66.3503, 234.472, 509.4297
2016.7701, 351.0205, 46.4303, 220.6798, 354.307, 710.0679, 105.3551, 37.3965, 124.6636, 591.7671
2127.3585, 28.5162, 50.4409, 134.2544, 51.0945, 800.4343, 211.6188, 92.8115, 72.06, 459.993
1341.4767, 49.7779, 24.0435, 118.9014, 438.6641, 385.6244, 215.2544, 154.1812, 189.658, 387.2565
1174.1847, 158.2106, 33.5368, 279.9584, 282.3014, 753.7032, 143.2998, 74.6077, 186.8018, 15.2242
1794.9294, 125.2341, 1.4146, 420.1022, 388.6923, 119.7666, 73.5419, 32.0479, 15.7678, 985.3369
1698.0357, 191.952, 22.6493, 482.9855, 107.9646, 601.9045, 27.5206, 235.1527, 149.4611, 668.7293
1922.4508, 196.6031, 5.7084, 102.1198, 363.3945, 487.5628, 247.7383, 34.2694, 192.791, 50.9027
1285.2622, 76.2242, 37.6653, 17.7178, 89.1187, 524.0018, 23.8333, 116.1537, 141.1496, 783.633
1779.3113, 26.5429, 2.1766, 64.3792, 15.1007, 907.9874, 101.9583, 199.9968, 219.2199, 131.5968
1998.3283, 29.2572, 37.3902, 38.1152, 183.8774, 12.9872, 132.3604, 93.9228, 157.2961, 718.9076
2339.4393, 209.6402, 52.3041, 14.9231, 396.2398, 177.9416, 118.327, 123.1271, 31.1698, 903.392
1993.3046, 7.0623, 46.1833, 146.6938, 45.484, 919.2518, 71.9413, 93.7233, 160.4656, 384.3691
996.9252, 51.8996, 30.0018, 299.4535, 321.2938, 124.1954, 204.4774, 1.7116, 72.2161, 471.3795
2328.3531, 7.8723, 12.366, 108.6781, 205.3289, 374.894, 100.7853, 115.7856, 161.3232, 823.3686
